AUTHOR,TOTAL BOOKS,BOOK TITLES
"Toor, V.",2,"Start up Computer Science,Start up Computer Science"
"Tressler, D A",3,"Conquers Grammar and compositio: with Phonics and Spellings,Conquers Grammar and compositio: with Phonics and Spellings,Conquers Grammar and compositio: with Phonics and Spellings"
"Tressler, D. A.; Niblett, N. N.",3,"Conquer English,Conquer english course book: class 6,Conquer english course book: class 7"
"Tressler,D. A.",1,Conquer Grammar and Composition with phonics and spelling
"Tripathy, S B, Nayar, S and Singh, O L",1,Laboratory Skills Mathematics
Trishna Knowledge System,3,"Chemistry: IIT foundation series, class 9,Mathematics: IIT foundation series, class 9,Physics: IIT foundation series, class 9"
"Trivedi, J P?et all",1,Practicals in Chemistry
"Trivedi, K",1,Question bank in Mathematics
"Tulsi, V",5,"Active teach maths ace 8,Communicative English Activity,My Big book od social Studies,My book of Social studies,Raise the Knowledge"
"Tulsi, V and Sawhney, P",1,Environmental Studies
"Tulsi, V.",4,"Environmental Studies,Environmental Studies,My book of Social Studies,Raise the Knowledge"
"Tulsi, Venu; Gupta, Vandana",1,Workbook marigold: class 2
"Tulsian, P C",4," Accountancy 11,Accountancy :a self study textbook part I,Accountancy: Accounting for partnership firms and companies,Accountancy: Accounting for partnership firms and companies"
"Tulsian, P. C.; Tulsian,Bharat",3,"Accountancy: Textbook,Accountancy:Part-A,Accountancy:Part-B"
Tulsian.P.C; Tulsian.Bharat,5,"Accountancy 12 part A,Accountancy 12 part B,Accountancy: a self study textbook,Accountancy: a self study textbook part -A,Accountancy: a self study textbook part -B"
"Turner, G.",1,Targeting Maths : Maths Practice and lab Activities
"Twain, M",3,"The adventures of huckleberry finn,The adventures of huckleberry finn,The adventures of tom sawyer"
"Twain, Mark",3,"Adventure of Tom Sawyer:Immortal illustrated classics,Adventures of Huckleberry Finn: Immortal illustrated classics,Prince and the pauper:Immortal illustrated classics"
Tyagi veena,1,Science class 7th
"Tyagi, B.S.",4,"Essential of mathematics,Essential of mathematics,Essentials of mathematics,Essentials of mathematics"
"Tyagi, Pushpa Vati",2,"examguru physics: prepare, practice, perform, class 12,PHYSICS"
"Tyagi, S K",1,Sample Question Papers Social Science Term-1
"Tyagi, V. P.",3,"A simple study of chemistry,A simple study of chemistry: class 10,A simple study of chemistry: class 9"
"Tyagi, V.P.",1,Visualised Science 10
Uma Mani; Dere Anjali,6,"English for the new world: reader, class 1,English for the new world: reader, class 2,English for the new world: reader, class 5,English for the new world: reader, class 6,English for the new world: reader, class 8,Mathematics : integrated coursebook 6"
"Uma Raman; Sehgal, Nina",1,"New communicate in english: an activity based integrated skill course, class 2"
UNESCO,1,World heritage : 911 cultural and natural heritage monuments selected by UNESCO
"Unni, V.",2,"Spark Mathematics,Spark Mathematics"
"Upadhyay, A.K. & Upadhyay, S.",2,"Mathematics; including value based question, Term1 &2,Naya Ujaas : pathmala 5"
"Upadhyay, Ashok Kumar",1,"Manak hindi vyakaran evam rachana: class 9 & 10, course B"
"Upadhyay, Rakesh; Talwar, Santosh",3,"Genius english grammar and composition: class 1,Genius english grammar and composition: class 2,Genius english grammar and composition: class 6"
"Upreti, K.,Gupta, R and Simon, S J",4,"Everyday Science,Everyday Science,Everyday Science,Everyday Science"
"Upreti, Kanchan",1,CBSE chapterwise solution biology
V. Shashidhar,1,Art of public relations: USP age cooectors series
Vadhwan V. &Malik S.,1,New exploring Computer
"Vaidyanathan, L.",1,Step Ahead : Environmental Science
"Vaisoha, Maryann",9,"English channel: course book,English Channel: literature reader,The English Channel,The english Channel Coursebook,The English Channel Coursebook,The English Channel Literature Reader,The English Channel Practice Book,The English Channel Revised Coursebook,The English Channel Revised Practice Book"
Vance Ashlee,1,The quest for a fantastic future
Vandana Toor,1,Start up Computer Science
"Varadarajan, U",3,"Maths express 5,Maths xpress,Maths xpress 5"
Varma Nishu,2,"Magic with english grammar  6,Magic with english grammar 7"
"Vas, G",1,Facts for Fun : General knowledge
"Vashisht, S M",1,Core mathematics Today
"Vashishta, A",1,Summative Assessment test papers in English Communicative
"Vashishta, R. N.",3,"English Core,Golden english core: a book with a difference. class 11,Golden english core: a book with a difference. class 12"
"Vashist, Seema",4,"Advanced computer- how,Advanced computer- how,Advanced computer- how,Advanced computer- how"
"Vashista, Akash deepa",2,"Browse the world,Browse the world"
"Vashitha, P and Bathla, S",2,"Health and Physical Education,Health and Physical Education"
"Vasu, J S",1,IT whiz Kid: The most Comrehensive Series on Information Technology
"Vasudev , H.",6,"Pearls :An integrated Course in English,Pearls :course book 7,Pearls :coursebook 6,Pearls :coursebook 8,Pearls An Integrated Course In English Coursebook,Pearls An Integrated Coursebook"
"Vasudev, H",2,"Pearls: An Integrated Course in Engish,Pearls: An Integrated course in English"
"Vasudev, H.",1,Pearls :An integrated Course in English
"Vasudev, Prashant",4,"Bull''s eye  Business Studies, class. 12,Let's Magnify mathematics 5,Let's magnify Mathematics 6,Mathematics 7"
"Vasudev, V",4,"Images: A comprehensive course in English,Images: A comprehensive course in English,Longman new images :coursebook 7,New Images : coursebook 5"
"Vasudev, V.",7,"Images : A Comprehensive course in english,New Images : literature reader 5,New images : literature reader 7,New Images :coursebook 6,New Images :coursebook 8,New images :reader 6,New images:literature reader 8"
"Vasudevan, J.",1,Discovering Many Worlds Gk. Series
"Vedam, C and Thareja, C",1,Environment: Environmental Studies
"Vedam, Chandrika Jaini",8,"Computer era next: class 1,Computer era next: class 2,Computer era next: class 3,Computer era next: class 4,Computer era next: class 5,Computer era next: class 6,Computer era next: class 7,Computer era next: class 8"
Venu Tulsi,1,My book of social studies: class 5
"Venugopal, S., Agarwal, V B and Arora, S",1,Science wirh Xtra Innings
Verma S. Tyagi R. k.,8,"Excellence in mathematics 5,Excellence in Mathematics 6,Excellence in Mathematics 6,Excellence in mathematics 7,Excellence in Mathematics 8,Excellence mathematics 5,Social Science workbook,Social science workbook 9"
"Verma, A K",2,"Chemistry volumne 2,Social science"
"Verma, A S, Verma, K L and Khamba, G S",2,"Tools for Formative & Summative Assessments in Social Science,Tools for Formative & Summative Assessments in Social Science"
"Verma, A.",1,Math Activity
"Verma, D.",1,Green Plan
"Verma, Dharam",1,"Top scorer in Business Studies, class. 12"
"Verma, G N and Gopal, R V",2,"Computer Book,Computer Book"
"Verma, H. C.",1,"Concept of Physics 1, class 12"
"Verma, H.C.",6,"Concept of Physics 2,Foundation science Physics,Foundation science Physics,Foundation science Physics,Foundation science Physics,  9th standard,Foundation science Physics,10th standard"
"Verma, N K",12,"Chemistry Activities,Chemistry vol 1,Chemistry vol 1,Chemistry vol 1,Chemistry vol 1,Chemistry vol 1,Chemistry vol 2,Chemistry vol 2,Chemistry vol 2,Chemistry vol 2,Chemistry vol 2,Chemistry vol 2"
"Verma, N K, Sharma, J P and Juneja, J K",2,"Academic Science,Science Term 1"
"Verma, N K., Vermani, B K and Verma, N",1,Practical Chemistry
"Verma, N. & Gopal, R. V.",1,Vikranth Computer Book
"Verma, N.K.",2,"Chemistry vol 1,Comprehensive practical chemistry"
"Verma, P S and Agarwal, V K",2,"Science: Biology,Science: Biology"
"Verma, P. S.",1,"Bioplogy, Part-3"
"Verma, Ravi; Rssily N. V.",3,"CBSE mathematics 8,CBSE mathematics: class 8,Mathematics 6"
"Verma, S",11,"Comprehensive english grammar,Easy English Grammar,English : a communicative integrated-skill course 8,English literature reader 6,Me ''n'' Mine Mathematics,Me ''n'' Mine Mathematics,Me ''n'' Mine Mathematics,New Demensions in Mathematics,New Demensions in Mathematics,New Dimensions in Mathematics,New Dimensions in Mathematics"
"verma, S aKumar, N",1,Viva. Com Computer Science and Information technology
"Verma, S and Kumar, N",2,"Computer Science and Information Technology,Viva. Com Computer Science and Information technology"
"Verma, S and Tyagi, R K",9,"Excellence in Mathematics,Excellence in Mathematics,Excellence in Mathematics,Excellence in Mathematics,Excellence in Mathematics,Excellence in Mathematics,Excellence in Mathematics,Excellence in Mathematics,Excellence in Mathematics: Based on the latest CBSE Syllabus"
"Verma, S S",3,"Our Wonderful World of Social Studies,Our Wonderful World of Social Studies,Our Wonderful World of Social Studies"
"Verma, S.",2,"English : literature reader 8,Excellence in Mathematics : A Complete Textbook"
"Verma, S. & Kumar, N.",1,Viva Dot Com Computer Science and Information  Technology
"Verma, S. P.",2,"Learning Sciece: Chemistry, class 10,Learning Sciece: Chemistry, class 9"
"Verma, Sajeev",6,"Excellence in mathematics,Excellence in mathematics,Excellence in mathematics,Excellence in mathematics,Excellence in mathematics,Excellence in mathematics"
"Verma, Sanjeev",1,"CCE Manual mathematics, term-2"
"Verma, Y P",2,"Systematic Mathematics,Systematic Mathematics"
"Verma, Y.P.",1,Systematic mathematics
"Verma,R",1,"Science: Physics, Chemistry and Biology"
Verne Jules,1,20000 Leagues under the sea
"Verne, J",1,Twenty Thosand Leagues under the sea
"Verne, Jules",2,"Aroun the world in 80 days:Immortal illustrated classics,journey to the center of the earth:: Immortal illustrated Classics"
"Vidyarthi, A",4,"Go Grammar,Go Grammar,Go grammar 6,Go Grammar 7"
"Vidyarthi, A and Anand, S",4,"Go Grammar,Go Grammar,Go Grammar,Go Grammar"
"Vij, I",3,"English language and literature  9,English language and literature 10,On Board! English Communicative for Cbse"
"Vij, L.",7,"Katha  Sarovar 1,Katha Sarovar 2,Katha Sarovar 3,Katha Sarovar 5,Katha Sarovar 6,Katha Sarovar 8,Real English : A multi-Skill Language Course"
"Vijay, Yogesh",1,Wason''s double entry book keeping
"Vijay. V., Singal, R S and Singal, S",1,Accountancy
"Vijaya,",1,General knowledge Times Plus Record Book
"Vijaya, S",2,"General Knowledge Times plus Record Book,New maths time 6"
"Vijaya, SR",5,"General Knowledge 3,General Knowledge Times,General Knowledge Times,General Knowledge Times,General knowledge times 4"
Vikas,8,"General Knowledge,Integrated Skill Enhancer in English Language,Introduction to Computer,Science Experiment book,Social Science,Social Studies : With five unit tests along with three compentency based qusetion paper,Value Education,Vikas General Knowledge"
"Vikas,",1,Introduction to computer
"Vincent Vaz, S D B",1,Maths Perfect Clear Simple Enriching
"Vinita Kumar; Sharma, Prabha",4,"Treasures of english: a skill based couse in communicative english, class 1,Treasures of english: a skill based couse in communicative english, class 2,Treasures of english: a skill based couse in communicative english, class 4,Treasures of english: a skill based couse in communicative english, class 8"
"Vinod, ramprasad",1,9 secrets of successful meditation:
"Vipin, J",3,"Maths xpress,Maths xpress,Maths Xpress 6"
"Vipin, Jayshree",1,Maths Express
"Virdi, H.",1,Leisure learning Activity Books
Vishv,1,Learning computers
"Vishvendu,R.P.",1,"100% success hindi sample papers, term-2, Course -B"
"Viswanathan, M",3,"On the xpressway: A Communicative English course,On the xpressway: A Communicative English course,On the xpressway: A Communicative English course"
"vivekananda, S",2,"Awakening India,Youth!arise,awake,and know your strength"
"Vivekanda, Swami",2,"Dymond of thought: Swami Vivekananda,My idea of education"
"Wadhawa, K and Loomba, A",6,"Mathematics,Mathematics,Me ''n'' Mine Mathematics,Me ''n'' Mine Mathematics,Me ''n'' Mine Mathematics,Workbook science 8"
Wadhawan K K,1,Super refresher : science 9
"Wadhawan, K L",1, ABC of Science and Technology: Physics
"Wadhwa, K",2,"Lab Manual Mathematics,Lab Manual Mathematics"
"Wadhwa, K and Loomba, A",2,"Me ''n'' Mine Mathematics,Me ""n"" Mine Mathematics"
"Wadhwa, K.",1,Lab Manual Mathematics
"Wadhwa, Kusum",1,World Religion
"Wadhwa, Kusum; Loomba, Anju",4,"Destination maths: class 1,Destination maths: class 2,Destination maths: class 5,Destination maths: class 8"
"Wadhwa, V.",1,New Exploring Computers
"Wadhwan, V and Malik, S",1,New Exploring Computers
"Wadhwan, V.",1,New Exploring Computers
"Wahi, Neha",5,"Panorama: skill based approach to english language learning, class 1,Panorama: skill based approach to english language learning, class 2,Panorama: skill based approach to english language learning, workbook, class 1,Panorama: skill based approach to english language learning, workbook, class 2,Panorama: skill based approach to english language learning, workbook, class 4"
"Walia, M and sinha, N",1,Everyday Discovery World : A book of general knowledge
"Walia,M.",2,"CBSE Term 2 Economics,Everyday Discovery World"
"Wallace,L",1,Ben-Hur
"Wanchoo, I L and Dixit, J P",3,"Problem solving Assessment,Target Problem Solving assesessment,Target Problem Solving assesessment"
"Wanchoo, L",5,"Gullivers travels Term 1 & 2,Silas Marner: George Eliot,Story of my Life Term 1 & 2,The canterville ghost: Oscar Wilde,The Diary of a Young Girl: Anne Frank Term 1 & 2"
"Wanson, V",3,"Rapid Revision in Accountancy,Rapid Revision in Business Studies,Rapid Revision in Economics"
"Washington, Booker T.",6,"Up from slavery,Up from slavery,Up from slavery,Up from slavery,Up from slavery,Up from slavery, class 11"
"Washington,Booker T.",2,"Up From Slavery:,Up From Slavery: class 11"
"Wason, V",7,"Business Studies,Double Entry Book Keeping: Accounting for not for profit organisations partnership firms and companies,Double Entry Book Keeping: Accounting for not for profit organisations partnership firms and companies,Double Entry Book Keeping: Accounting for not for profit organisations partnership firms and companies,Textbook of Business studies,Textbook of business studies,Wason's textbook of Business studies 11"
